Image,BoundingBoxes,Labels
maksssksksss719.png,"[{""height"":18,""label"":""Face"",""left"":25,""top"":86,""width"":15},{""height"":22,""label"":""Face"",""left"":52,""top"":86,""width"":28},{""height"":27,""label"":""Face"",""left"":151,""top"":81,""width"":20},{""height"":10,""label"":""Face"",""left"":177,""top"":110,""width"":9},{""height"":8,""label"":""Face"",""left"":212,""top"":106,""width"":6},{""height"":30,""label"":""Face"",""left"":229,""top"":81,""width"":30},{""height"":42,""label"":""Face"",""left"":307,""top"":61,""width"":36},{""height"":7,""label"":""Face"",""left"":218,""top"":118,""width"":7},{""height"":9,""label"":""Face"",""left"":373,""top"":114,""width"":10}]","[""Wearing Mask Correctly"", ""Wearing Mask Correctly"", ""Wearing Mask Correctly"", ""Not Wearing Mask"", ""Wearing Mask Correctly"", ""Wearing Mask Correctly"", ""Wearing Mask Correctly"", ""Wearing Mask Correctly"", ""Wearing Mask Correctly""]"
maksssksksss72.png,"[{""height"":115,""label"":""Face"",""left"":112,""top"":176,""width"":95}]","[""Not Wearing Mask""]"
maksssksksss720.png,"[{""height"":68,""label"":""Face"",""left"":39,""top"":73,""width"":32},{""height"":60,""label"":""Face"",""left"":90,""top"":110,""width"":45},{""height"":54,""label"":""Face"",""left"":175,""top"":73,""width"":55},{""height"":64,""label"":""Face"",""left"":238,""top"":100,""width"":52},{""height"":40,""label"":""Face"",""left"":327,""top"":36,""width"":39}]","[""Wearing Mask Correctly"", ""Wearing Mask Correctly"", ""Wearing Mask Correctly"", ""Wearing Mask Correctly"", ""Wearing Mask Correctly""]"
maksssksksss721.png,"[{""height"":130,""label"":""Face"",""left"":102,""top"":200,""width"":98}]","[""Wearing Mask Correctly""]"
maksssksksss722.png,"[{""height"":18,""label"":""Face"",""left"":19,""top"":89,""width"":18},{""height"":24,""label"":""Face"",""left"":45,""top"":79,""width"":19},{""height"":20,""label"":""Face"",""left"":97,""top"":81,""width"":16},{""height"":23,""label"":""Face"",""left"":175,""top"":80,""width"":18},{""height"":16,""label"":""Face"",""left"":158,""top"":83,""width"":12},{""height"":15,""label"":""Face"",""left"":210,""top"":93,""width"":14},{""height"":11,""label"":""Face"",""left"":244,""top"":93,""width"":8},{""height"":17,""label"":""Face"",""left"":269,""top"":87,""width"":17},{""height"":15,""label"":""Face"",""left"":308,""top"":88,""width"":14}]","[""Wearing Mask Correctly"", ""Wearing Mask Correctly"", ""Wearing Mask Correctly"", ""Wearing Mask Correctly"", ""Wearing Mask Correctly"", ""Wearing Mask Correctly"", ""Wearing Mask Correctly"", ""Wearing Mask Correctly"", ""Wearing Mask Correctly""]"
maksssksksss723.png,"[{""height"":47,""label"":""Face"",""left"":117,""top"":153,""width"":45},{""height"":21,""label"":""Face"",""left"":204,""top"":20,""width"":17},{""height"":23,""label"":""Face"",""left"":282,""top"":17,""width"":25},{""height"":24,""label"":""Face"",""left"":243,""top"":74,""width"":21},{""height"":8,""label"":""Face"",""left"":110,""top"":11,""width"":7},{""height"":8,""label"":""Face"",""left"":131,""top"":14,""width"":7},{""height"":7,""label"":""Face"",""left"":166,""top"":8,""width"":8},{""height"":9,""label"":""Face"",""left"":322,""top"":38,""width"":11},{""height"":10,""label"":""Face"",""left"":269,""top"":10,""width"":9},{""height"":10,""label"":""Face"",""left"":233,""top"":6,""width"":7},{""height"":6,""label"":""Face"",""left"":245,""top"":1,""width"":5},{""height"":11,""label"":""Face"",""left"":145,""top"":21,""width"":9},{""height"":23,""label"":""Face"",""left"":141,""top"":30,""width"":15}]","[""Wearing Mask Correctly"", ""Wearing Mask Correctly"", ""Not Wearing Mask"", ""Wearing Mask Correctly"", ""Not Wearing Mask"", ""Not Wearing Mask"", ""Not Wearing Mask"", ""Wearing Mask Correctly"", ""Wearing Mask Correctly"", ""Not Wearing Mask"", ""Not Wearing Mask"", ""Wearing Mask Correctly"", ""Wearing Mask Correctly""]"
maksssksksss724.png,"[{""height"":29,""label"":""Face"",""left"":303,""top"":24,""width"":25}]","[""Wearing Mask Correctly""]"
maksssksksss725.png,"[{""height"":121,""label"":""Face"",""left"":45,""top"":215,""width"":93}]","[""Wearing Mask Correctly""]"
maksssksksss726.png,"[{""height"":22,""label"":""Face"",""left"":188,""top"":67,""width"":19},{""height"":22,""label"":""Face"",""left"":256,""top"":63,""width"":21},{""height"":16,""label"":""Face"",""left"":312,""top"":89,""width"":13},{""height"":19,""label"":""Face"",""left"":356,""top"":77,""width"":13}]","[""Not Wearing Mask"", ""Wearing Mask Correctly"", ""Not Wearing Mask"", ""Not Wearing Mask""]"
maksssksksss727.png,"[{""height"":125,""label"":""Face"",""left"":64,""top"":176,""width"":102}]","[""Wearing Mask Correctly""]"
maksssksksss728.png,"[{""height"":17,""label"":""Face"",""left"":41,""top"":57,""width"":16},{""height"":18,""label"":""Face"",""left"":104,""top"":45,""width"":16},{""height"":13,""label"":""Face"",""left"":188,""top"":60,""width"":14},{""height"":18,""label"":""Face"",""left"":263,""top"":84,""width"":15},{""height"":15,""label"":""Face"",""left"":349,""top"":71,""width"":14},{""height"":18,""label"":""Face"",""left"":381,""top"":82,""width"":14}]","[""Wearing Mask Correctly"", ""Wearing Mask Correctly"", ""Wearing Mask Correctly"", ""Wearing Mask Correctly"", ""Wearing Mask Incorrectly"", ""Wearing Mask Correctly""]"
maksssksksss729.png,"[{""height"":116,""label"":""Face"",""left"":89,""top"":284,""width"":87}]","[""Not Wearing Mask""]"
maksssksksss73.png,"[{""height"":45,""label"":""Face"",""left"":142,""top"":66,""width"":22},{""height"":34,""label"":""Face"",""left"":191,""top"":67,""width"":34},{""height"":45,""label"":""Face"",""left"":308,""top"":82,""width"":21}]","[""Wearing Mask Correctly"", ""Wearing Mask Correctly"", ""Wearing Mask Correctly""]"
maksssksksss730.png,"[{""height"":17,""label"":""Face"",""left"":146,""top"":106,""width"":11},{""height"":20,""label"":""Face"",""left"":192,""top"":75,""width"":13},{""height"":19,""label"":""Face"",""left"":243,""top"":122,""width"":13}]","[""Wearing Mask Correctly"", ""Wearing Mask Correctly"", ""Wearing Mask Correctly""]"
maksssksksss731.png,"[{""height"":45,""label"":""Face"",""left"":93,""top"":136,""width"":43},{""height"":70,""label"":""Face"",""left"":248,""top"":93,""width"":61}]","[""Wearing Mask Correctly"", ""Wearing Mask Correctly""]"
maksssksksss732.png,"[{""height"":36,""label"":""Face"",""left"":291,""top"":47,""width"":32},{""height"":15,""label"":""Face"",""left"":347,""top"":51,""width"":12},{""height"":30,""label"":""Face"",""left"":230,""top"":49,""width"":29},{""height"":30,""label"":""Face"",""left"":197,""top"":49,""width"":24},{""height"":22,""label"":""Face"",""left"":151,""top"":46,""width"":24},{""height"":25,""label"":""Face"",""left"":107,""top"":47,""width"":22},{""height"":20,""label"":""Face"",""left"":59,""top"":54,""width"":16},{""height"":21,""label"":""Face"",""left"":39,""top"":63,""width"":18}]","[""Wearing Mask Correctly"", ""Wearing Mask Correctly"", ""Wearing Mask Correctly"", ""Wearing Mask Correctly"", ""Wearing Mask Correctly"", ""Wearing Mask Correctly"", ""Not Wearing Mask"", ""Not Wearing Mask""]"
maksssksksss733.png,"[{""height"":127,""label"":""Face"",""left"":143,""top"":72,""width"":128}]","[""Wearing Mask Correctly""]"
maksssksksss734.png,"[{""height"":56,""label"":""Face"",""left"":93,""top"":44,""width"":57}]","[""Wearing Mask Correctly""]"
maksssksksss735.png,"[{""height"":50,""label"":""Face"",""left"":3,""top"":29,""width"":46},{""height"":35,""label"":""Face"",""left"":121,""top"":68,""width"":31},{""height"":20,""label"":""Face"",""left"":164,""top"":40,""width"":14},{""height"":31,""label"":""Face"",""left"":195,""top"":39,""width"":27},{""height"":16,""label"":""Face"",""left"":352,""top"":52,""width"":15},{""height"":17,""label"":""Face"",""left"":379,""top"":54,""width"":13},{""height"":19,""label"":""Face"",""left"":305,""top"":46,""width"":17},{""height"":19,""label"":""Face"",""left"":281,""top"":44,""width"":15},{""height"":25,""label"":""Face"",""left"":249,""top"":42,""width"":17},{""height"":22,""label"":""Face"",""left"":75,""top"":47,""width"":22},{""height"":11,""label"":""Face"",""left"":58,""top"":51,""width"":10}]","[""Wearing Mask Correctly"", ""Wearing Mask Correctly"", ""Wearing Mask Correctly"", ""Wearing Mask Correctly"", ""Wearing Mask Correctly"", ""Not Wearing Mask"", ""Not Wearing Mask"", ""Not Wearing Mask"", ""Not Wearing Mask"", ""Not Wearing Mask"", ""Not Wearing Mask""]"
maksssksksss736.png,"[{""height"":36,""label"":""Face"",""left"":114,""top"":40,""width"":28},{""height"":42,""label"":""Face"",""left"":183,""top"":57,""width"":38}]","[""Wearing Mask Correctly"", ""Wearing Mask Correctly""]"
maksssksksss737.png,"[{""height"":16,""label"":""Face"",""left"":28,""top"":55,""width"":18},{""height"":16,""label"":""Face"",""left"":98,""top"":62,""width"":13},{""height"":40,""label"":""Face"",""left"":159,""top"":50,""width"":34},{""height"":21,""label"":""Face"",""left"":293,""top"":59,""width"":20},{""height"":21,""label"":""Face"",""left"":352,""top"":51,""width"":20},{""height"":20,""label"":""Face"",""left"":228,""top"":53,""width"":13}]","[""Wearing Mask Correctly"", ""Wearing Mask Correctly"", ""Wearing Mask Incorrectly"", ""Wearing Mask Correctly"", ""Wearing Mask Correctly"", ""Wearing Mask Correctly""]"
maksssksksss738.png,"[{""height"":40,""label"":""Face"",""left"":82,""top"":43,""width"":41},{""height"":43,""label"":""Face"",""left"":211,""top"":27,""width"":33}]","[""Wearing Mask Correctly"", ""Wearing Mask Correctly""]"
maksssksksss739.png,"[{""height"":55,""label"":""Face"",""left"":125,""top"":59,""width"":59}]","[""Wearing Mask Correctly""]"
maksssksksss74.png,"[{""height"":37,""label"":""Face"",""left"":2,""top"":160,""width"":34},{""height"":18,""label"":""Face"",""left"":27,""top"":120,""width"":16},{""height"":13,""label"":""Face"",""left"":44,""top"":112,""width"":11},{""height"":9,""label"":""Face"",""left"":64,""top"":101,""width"":10},{""height"":8,""label"":""Face"",""left"":5,""top"":105,""width"":9},{""height"":13,""label"":""Face"",""left"":72,""top"":123,""width"":15},{""height"":12,""label"":""Face"",""left"":89,""top"":103,""width"":11},{""height"":49,""label"":""Face"",""left"":92,""top"":135,""width"":46},{""height"":8,""label"":""Face"",""left"":112,""top"":103,""width"":10},{""height"":6,""label"":""Face"",""left"":148,""top"":108,""width"":7},{""height"":10,""label"":""Face"",""left"":155,""top"":113,""width"":11},{""height"":18,""label"":""Face"",""left"":169,""top"":128,""width"":17},{""height"":26,""label"":""Face"",""left"":205,""top"":121,""width"":25},{""height"":14,""label"":""Face"",""left"":199,""top"":114,""width"":9},{""height"":7,""label"":""Face"",""left"":175,""top"":112,""width"":7},{""height"":9,""label"":""Face"",""left"":229,""top"":102,""width"":11},{""height"":8,""label"":""Face"",""left"":276,""top"":115,""width"":10},{""height"":7,""label"":""Face"",""left"":277,""top"":101,""width"":7},{""height"":10,""label"":""Face"",""left"":294,""top"":128,""width"":10},{""height"":5,""label"":""Face"",""left"":288,""top"":107,""width"":7},{""height"":9,""label"":""Face"",""left"":307,""top"":116,""width"":8},{""height"":19,""label"":""Face"",""left"":321,""top"":125,""width"":19},{""height"":10,""label"":""Face"",""left"":352,""top"":116,""width"":10},{""height"":20,""label"":""Face"",""left"":391,""top"":129,""width"":9},{""height"":10,""label"":""Face"",""left"":379,""top"":112,""width"":12},{""height"":6,""label"":""Face"",""left"":215,""top"":103,""width"":6}]","[""Wearing Mask Correctly"", ""Wearing Mask Correctly"", ""Wearing Mask Correctly"", ""Wearing Mask Correctly"", ""Wearing Mask Correctly"", ""Wearing Mask Correctly"", ""Wearing Mask Correctly"", ""Wearing Mask Correctly"", ""Wearing Mask Correctly"", ""Wearing Mask Correctly"", ""Wearing Mask Correctly"", ""Wearing Mask Correctly"", ""Wearing Mask Correctly"", ""Wearing Mask Correctly"", ""Wearing Mask Correctly"", ""Wearing Mask Correctly"", ""Wearing Mask Correctly"", ""Wearing Mask Correctly"", ""Wearing Mask Correctly"", ""Wearing Mask Correctly"", ""Wearing Mask Correctly"", ""Wearing Mask Correctly"", ""Wearing Mask Correctly"", ""Wearing Mask Correctly"", ""Wearing Mask Correctly"", ""Not Wearing Mask""]"
maksssksksss740.png,"[{""height"":29,""label"":""Face"",""left"":143,""top"":60,""width"":25},{""height"":28,""label"":""Face"",""left"":275,""top"":52,""width"":24}]","[""Wearing Mask Correctly"", ""Wearing Mask Correctly""]"
maksssksksss741.png,"[{""height"":37,""label"":""Face"",""left"":111,""top"":40,""width"":40}]","[""Wearing Mask Incorrectly""]"
maksssksksss742.png,"[{""height"":149,""label"":""Face"",""left"":152,""top"":151,""width"":104}]","[""Wearing Mask Correctly""]"
maksssksksss743.png,"[{""height"":114,""label"":""Face"",""left"":111,""top"":166,""width"":88}]","[""Wearing Mask Correctly""]"
maksssksksss744.png,"[{""height"":32,""label"":""Face"",""left"":83,""top"":81,""width"":29},{""height"":8,""label"":""Face"",""left"":133,""top"":73,""width"":6}]","[""Wearing Mask Correctly"", ""Wearing Mask Correctly""]"
maksssksksss745.png,"[{""height"":100,""label"":""Face"",""left"":146,""top"":228,""width"":77}]","[""Wearing Mask Correctly""]"
maksssksksss746.png,"[{""height"":126,""label"":""Face"",""left"":29,""top"":198,""width"":106}]","[""Wearing Mask Correctly""]"
maksssksksss747.png,"[{""height"":129,""label"":""Face"",""left"":94,""top"":198,""width"":95}]","[""Wearing Mask Correctly""]"
maksssksksss748.png,"[{""height"":122,""label"":""Face"",""left"":179,""top"":47,""width"":104}]","[""Wearing Mask Incorrectly""]"
maksssksksss749.png,"[{""height"":24,""label"":""Face"",""left"":93,""top"":102,""width"":25},{""height"":21,""label"":""Face"",""left"":178,""top"":190,""width"":22}]","[""Wearing Mask Correctly"", ""Wearing Mask Correctly""]"
maksssksksss75.png,"[{""height"":14,""label"":""Face"",""left"":9,""top"":31,""width"":10},{""height"":12,""label"":""Face"",""left"":29,""top"":18,""width"":10},{""height"":12,""label"":""Face"",""left"":42,""top"":38,""width"":11},{""height"":15,""label"":""Face"",""left"":75,""top"":32,""width"":14},{""height"":18,""label"":""Face"",""left"":97,""top"":37,""width"":21},{""height"":16,""label"":""Face"",""left"":119,""top"":18,""width"":12},{""height"":12,""label"":""Face"",""left"":142,""top"":20,""width"":10},{""height"":19,""label"":""Face"",""left"":202,""top"":35,""width"":16},{""height"":20,""label"":""Face"",""left"":234,""top"":28,""width"":15},{""height"":24,""label"":""Face"",""left"":276,""top"":26,""width"":22},{""height"":21,""label"":""Face"",""left"":313,""top"":31,""width"":19},{""height"":14,""label"":""Face"",""left"":351,""top"":27,""width"":15},{""height"":16,""label"":""Face"",""left"":358,""top"":89,""width"":12}]","[""Wearing Mask Correctly"", ""Wearing Mask Correctly"", ""Wearing Mask Correctly"", ""Wearing Mask Correctly"", ""Wearing Mask Correctly"", ""Wearing Mask Correctly"", ""Wearing Mask Correctly"", ""Wearing Mask Correctly"", ""Wearing Mask Correctly"", ""Wearing Mask Correctly"", ""Wearing Mask Correctly"", ""Wearing Mask Correctly"", ""Not Wearing Mask""]"
maksssksksss750.png,"[{""height"":9,""label"":""Face"",""left"":73,""top"":168,""width"":6},{""height"":10,""label"":""Face"",""left"":133,""top"":153,""width"":7},{""height"":11,""label"":""Face"",""left"":191,""top"":152,""width"":6},{""height"":12,""label"":""Face"",""left"":225,""top"":154,""width"":9},{""height"":11,""label"":""Face"",""left"":261,""top"":152,""width"":10},{""height"":11,""label"":""Face"",""left"":287,""top"":158,""width"":9},{""height"":11,""label"":""Face"",""left"":346,""top"":152,""width"":10}]","[""Not Wearing Mask"", ""Not Wearing Mask"", ""Not Wearing Mask"", ""Not Wearing Mask"", ""Not Wearing Mask"", ""Not Wearing Mask"", ""Not Wearing Mask""]"
maksssksksss751.png,"[{""height"":29,""label"":""Face"",""left"":95,""top"":116,""width"":40},{""height"":19,""label"":""Face"",""left"":244,""top"":59,""width"":13},{""height"":31,""label"":""Face"",""left"":249,""top"":26,""width"":35},{""height"":16,""label"":""Face"",""left"":73,""top"":64,""width"":11}]","[""Wearing Mask Correctly"", ""Wearing Mask Correctly"", ""Not Wearing Mask"", ""Wearing Mask Correctly""]"
maksssksksss752.png,"[{""height"":5,""label"":""Face"",""left"":78,""top"":16,""width"":4},{""height"":6,""label"":""Face"",""left"":85,""top"":16,""width"":5},{""height"":6,""label"":""Face"",""left"":100,""top"":14,""width"":6},{""height"":14,""label"":""Face"",""left"":125,""top"":6,""width"":10},{""height"":8,""label"":""Face"",""left"":115,""top"":29,""width"":13},{""height"":14,""label"":""Face"",""left"":55,""top"":15,""width"":11},{""height"":14,""label"":""Face"",""left"":178,""top"":20,""width"":7},{""height"":19,""label"":""Face"",""left"":194,""top"":21,""width"":16},{""height"":6,""label"":""Face"",""left"":235,""top"":42,""width"":6},{""height"":17,""label"":""Face"",""left"":271,""top"":20,""width"":16},{""height"":21,""label"":""Face"",""left"":344,""top"":23,""width"":14}]","[""Wearing Mask Correctly"", ""Wearing Mask Correctly"", ""Wearing Mask Correctly"", ""Wearing Mask Correctly"", ""Wearing Mask Correctly"", ""Wearing Mask Correctly"", ""Wearing Mask Correctly"", ""Wearing Mask Correctly"", ""Wearing Mask Correctly"", ""Wearing Mask Correctly"", ""Wearing Mask Correctly""]"
maksssksksss753.png,"[{""height"":41,""label"":""Face"",""left"":198,""top"":136,""width"":40},{""height"":9,""label"":""Face"",""left"":9,""top"":115,""width"":8},{""height"":9,""label"":""Face"",""left"":50,""top"":124,""width"":3},{""height"":8,""label"":""Face"",""left"":93,""top"":122,""width"":6},{""height"":8,""label"":""Face"",""left"":105,""top"":119,""width"":8},{""height"":10,""label"":""Face"",""left"":148,""top"":123,""width"":6},{""height"":10,""label"":""Face"",""left"":135,""top"":115,""width"":9},{""height"":10,""label"":""Face"",""left"":170,""top"":116,""width"":7},{""height"":11,""label"":""Face"",""left"":194,""top"":117,""width"":8},{""height"":10,""label"":""Face"",""left"":259,""top"":120,""width"":6},{""height"":8,""label"":""Face"",""left"":277,""top"":117,""width"":4},{""height"":8,""label"":""Face"",""left"":293,""top"":124,""width"":5},{""height"":6,""label"":""Face"",""left"":346,""top"":87,""width"":7},{""height"":7,""label"":""Face"",""left"":374,""top"":119,""width"":4},{""height"":9,""label"":""Face"",""left"":352,""top"":117,""width"":7},{""height"":7,""label"":""Face"",""left"":353,""top"":103,""width"":7}]","[""Wearing Mask Correctly"", ""Wearing Mask Correctly"", ""Wearing Mask Correctly"", ""Wearing Mask Correctly"", ""Wearing Mask Correctly"", ""Wearing Mask Correctly"", ""Not Wearing Mask"", ""Wearing Mask Correctly"", ""Wearing Mask Correctly"", ""Wearing Mask Correctly"", ""Wearing Mask Correctly"", ""Wearing Mask Correctly"", ""Wearing Mask Correctly"", ""Wearing Mask Correctly"", ""Not Wearing Mask"", ""Wearing Mask Correctly""]"
maksssksksss754.png,"[{""height"":21,""label"":""Face"",""left"":14,""top"":140,""width"":18},{""height"":24,""label"":""Face"",""left"":113,""top"":113,""width"":18},{""height"":21,""label"":""Face"",""left"":165,""top"":116,""width"":18},{""height"":25,""label"":""Face"",""left"":206,""top"":89,""width"":22}]","[""Wearing Mask Correctly"", ""Wearing Mask Correctly"", ""Wearing Mask Correctly"", ""Wearing Mask Correctly""]"
maksssksksss755.png,"[{""height"":25,""label"":""Face"",""left"":46,""top"":44,""width"":15},{""height"":23,""label"":""Face"",""left"":36,""top"":98,""width"":11},{""height"":21,""label"":""Face"",""left"":75,""top"":139,""width"":9},{""height"":22,""label"":""Face"",""left"":89,""top"":35,""width"":24},{""height"":24,""label"":""Face"",""left"":127,""top"":25,""width"":20},{""height"":27,""label"":""Face"",""left"":250,""top"":126,""width"":24},{""height"":25,""label"":""Face"",""left"":248,""top"":71,""width"":21},{""height"":24,""label"":""Face"",""left"":330,""top"":24,""width"":20}]","[""Wearing Mask Correctly"", ""Wearing Mask Correctly"", ""Wearing Mask Correctly"", ""Wearing Mask Correctly"", ""Wearing Mask Correctly"", ""Wearing Mask Correctly"", ""Wearing Mask Correctly"", ""Wearing Mask Correctly""]"
maksssksksss756.png,"[{""height"":42,""label"":""Face"",""left"":216,""top"":40,""width"":35},{""height"":37,""label"":""Face"",""left"":114,""top"":54,""width"":37}]","[""Wearing Mask Correctly"", ""Wearing Mask Incorrectly""]"
maksssksksss757.png,"[{""height"":135,""label"":""Face"",""left"":104,""top"":182,""width"":116}]","[""Not Wearing Mask""]"
maksssksksss758.png,"[{""height"":20,""label"":""Face"",""left"":224,""top"":53,""width"":20},{""height"":24,""label"":""Face"",""left"":318,""top"":48,""width"":20},{""height"":37,""label"":""Face"",""left"":144,""top"":48,""width"":36},{""height"":17,""label"":""Face"",""left"":66,""top"":68,""width"":17},{""height"":16,""label"":""Face"",""left"":25,""top"":57,""width"":12}]","[""Wearing Mask Correctly"", ""Wearing Mask Correctly"", ""Wearing Mask Correctly"", ""Wearing Mask Correctly"", ""Wearing Mask Correctly""]"
maksssksksss759.png,"[{""height"":60,""label"":""Face"",""left"":91,""top"":80,""width"":49},{""height"":60,""label"":""Face"",""left"":154,""top"":103,""width"":52},{""height"":59,""label"":""Face"",""left"":273,""top"":87,""width"":66}]","[""Wearing Mask Correctly"", ""Wearing Mask Correctly"", ""Not Wearing Mask""]"
maksssksksss76.png,"[{""height"":28,""label"":""Face"",""left"":107,""top"":67,""width"":29},{""height"":14,""label"":""Face"",""left"":157,""top"":80,""width"":8},{""height"":14,""label"":""Face"",""left"":286,""top"":70,""width"":14},{""height"":36,""label"":""Face"",""left"":319,""top"":68,""width"":37}]","[""Wearing Mask Correctly"", ""Wearing Mask Incorrectly"", ""Wearing Mask Correctly"", ""Wearing Mask Correctly""]"
maksssksksss760.png,"[{""height"":30,""label"":""Face"",""left"":89,""top"":26,""width"":24},{""height"":31,""label"":""Face"",""left"":173,""top"":34,""width"":33},{""height"":31,""label"":""Face"",""left"":98,""top"":96,""width"":40},{""height"":46,""label"":""Face"",""left"":158,""top"":92,""width"":37},{""height"":38,""label"":""Face"",""left"":217,""top"":103,""width"":35},{""height"":34,""label"":""Face"",""left"":350,""top"":105,""width"":28},{""height"":41,""label"":""Face"",""left"":211,""top"":160,""width"":25}]","[""Not Wearing Mask"", ""Wearing Mask Incorrectly"", ""Not Wearing Mask"", ""Wearing Mask Incorrectly"", ""Not Wearing Mask"", ""Not Wearing Mask"", ""Wearing Mask Correctly""]"
maksssksksss761.png,"[{""height"":54,""label"":""Face"",""left"":136,""top"":67,""width"":51}]","[""Wearing Mask Incorrectly""]"
maksssksksss762.png,"[{""height"":137,""label"":""Face"",""left"":156,""top"":167,""width"":103}]","[""Wearing Mask Correctly""]"
maksssksksss763.png,"[{""height"":83,""label"":""Face"",""left"":155,""top"":72,""width"":86},{""height"":68,""label"":""Face"",""left"":309,""top"":36,""width"":60}]","[""Wearing Mask Correctly"", ""Wearing Mask Correctly""]"
maksssksksss764.png,"[{""height"":121,""label"":""Face"",""left"":46,""top"":224,""width"":94}]","[""Wearing Mask Correctly""]"
maksssksksss765.png,"[{""height"":118,""label"":""Face"",""left"":56,""top"":196,""width"":100}]","[""Wearing Mask Correctly""]"
maksssksksss766.png,"[{""height"":128,""label"":""Face"",""left"":86,""top"":177,""width"":102}]","[""Wearing Mask Correctly""]"
maksssksksss767.png,"[{""height"":35,""label"":""Face"",""left"":116,""top"":36,""width"":28}]","[""Wearing Mask Correctly""]"
maksssksksss768.png,"[{""height"":12,""label"":""Face"",""left"":4,""top"":58,""width"":11},{""height"":19,""label"":""Face"",""left"":49,""top"":21,""width"":18},{""height"":19,""label"":""Face"",""left"":80,""top"":68,""width"":18},{""height"":14,""label"":""Face"",""left"":127,""top"":57,""width"":12},{""height"":17,""label"":""Face"",""left"":204,""top"":37,""width"":15},{""height"":16,""label"":""Face"",""left"":227,""top"":113,""width"":16}]","[""Wearing Mask Correctly"", ""Wearing Mask Correctly"", ""Wearing Mask Correctly"", ""Wearing Mask Correctly"", ""Wearing Mask Correctly"", ""Wearing Mask Correctly""]"
maksssksksss769.png,"[{""height"":33,""label"":""Face"",""left"":227,""top"":43,""width"":25},{""height"":24,""label"":""Face"",""left"":281,""top"":132,""width"":27}]","[""Wearing Mask Correctly"", ""Wearing Mask Correctly""]"
maksssksksss77.png,"[{""height"":38,""label"":""Face"",""left"":1,""top"":88,""width"":12},{""height"":37,""label"":""Face"",""left"":57,""top"":97,""width"":31},{""height"":42,""label"":""Face"",""left"":132,""top"":92,""width"":41}]","[""Wearing Mask Correctly"", ""Wearing Mask Correctly"", ""Wearing Mask Correctly""]"
maksssksksss770.png,"[{""height"":10,""label"":""Face"",""left"":45,""top"":43,""width"":6},{""height"":25,""label"":""Face"",""left"":80,""top"":39,""width"":17},{""height"":18,""label"":""Face"",""left"":156,""top"":57,""width"":20},{""height"":9,""label"":""Face"",""left"":188,""top"":46,""width"":8},{""height"":15,""label"":""Face"",""left"":215,""top"":38,""width"":12},{""height"":17,""label"":""Face"",""left"":253,""top"":48,""width"":11},{""height"":11,""label"":""Face"",""left"":278,""top"":40,""width"":6},{""height"":9,""label"":""Face"",""left"":293,""top"":44,""width"":8}]","[""Wearing Mask Correctly"", ""Wearing Mask Correctly"", ""Wearing Mask Correctly"", ""Wearing Mask Correctly"", ""Not Wearing Mask"", ""Not Wearing Mask"", ""Wearing Mask Correctly"", ""Wearing Mask Correctly""]"
maksssksksss771.png,"[{""height"":52,""label"":""Face"",""left"":31,""top"":109,""width"":62},{""height"":43,""label"":""Face"",""left"":83,""top"":43,""width"":36},{""height"":58,""label"":""Face"",""left"":140,""top"":70,""width"":55},{""height"":88,""label"":""Face"",""left"":280,""top"":77,""width"":86},{""height"":36,""label"":""Face"",""left"":360,""top"":10,""width"":34}]","[""Wearing Mask Correctly"", ""Wearing Mask Correctly"", ""Wearing Mask Correctly"", ""Wearing Mask Correctly"", ""Wearing Mask Correctly""]"
maksssksksss772.png,"[{""height"":45,""label"":""Face"",""left"":45,""top"":190,""width"":35},{""height"":62,""label"":""Face"",""left"":108,""top"":150,""width"":61}]","[""Not Wearing Mask"", ""Not Wearing Mask""]"
maksssksksss773.png,"[{""height"":21,""label"":""Face"",""left"":65,""top"":71,""width"":21},{""height"":28,""label"":""Face"",""left"":148,""top"":60,""width"":27},{""height"":24,""label"":""Face"",""left"":218,""top"":61,""width"":23},{""height"":20,""label"":""Face"",""left"":290,""top"":63,""width"":22},{""height"":19,""label"":""Face"",""left"":370,""top"":70,""width"":21},{""height"":12,""label"":""Face"",""left"":380,""top"":18,""width"":13},{""height"":11,""label"":""Face"",""left"":251,""top"":6,""width"":7},{""height"":8,""label"":""Face"",""left"":227,""top"":11,""width"":5},{""height"":7,""label"":""Face"",""left"":325,""top"":31,""width"":5},{""height"":6,""label"":""Face"",""left"":295,""top"":31,""width"":6},{""height"":6,""label"":""Face"",""left"":280,""top"":29,""width"":6},{""height"":8,""label"":""Face"",""left"":172,""top"":24,""width"":7},{""height"":6,""label"":""Face"",""left"":145,""top"":30,""width"":6},{""height"":7,""label"":""Face"",""left"":83,""top"":24,""width"":6},{""height"":9,""label"":""Face"",""left"":58,""top"":24,""width"":7},{""height"":9,""label"":""Face"",""left"":25,""top"":22,""width"":6},{""height"":7,""label"":""Face"",""left"":2,""top"":22,""width"":8}]","[""Wearing Mask Correctly"", ""Wearing Mask Correctly"", ""Wearing Mask Correctly"", ""Not Wearing Mask"", ""Not Wearing Mask"", ""Not Wearing Mask"", ""Not Wearing Mask"", ""Not Wearing Mask"", ""Not Wearing Mask"", ""Not Wearing Mask"", ""Not Wearing Mask"", ""Wearing Mask Correctly"", ""Not Wearing Mask"", ""Not Wearing Mask"", ""Not Wearing Mask"", ""Not Wearing Mask"", ""Not Wearing Mask""]"
